stock,model,har_beta_0,har_beta_1,har_beta_2,har_beta_3,calib_a,calib_b,converged,persistence,median_sigma,har_pooled_beta_0,har_pooled_beta_1,har_pooled_beta_2,har_pooled_beta_3
SH600837,har,0.09505499104398592,0.28812632735804067,0.5475338668307358,-0.30967414595932763,,,,,,,,,
SH600837,har_x,,,,,,,,,,,,,
SH600837,ewma,,,,,-1.1258340173687817,0.7699330455930481,True,,,,,,
SH600837,garch,,,,,-0.8844319057220056,0.8368924092940534,True,0.9976646746173239,0.018141382587982056,,,,
SH600837,egarch,,,,,-0.9363113898849558,0.8245474747717142,True,0.9957152530622835,0.019036892480945942,,,,
SH600886,naive,,,,,,,,,,,,,
SH600886,har,0.22012389225661672,-0.11121082853184627,0.6105101984365502,-1.2736773028280222,,,,,,,,,
SH600886,har_x,,,,,,,,,,,,,
SH600886,ewma,,,,,-2.2965620742612693,0.5200691487257071,True,,,,,,
SH600886,garch,,,,,-1.894343639875301,0.6201156932706148,True,0.9809688137510374,0.014443335559810238,,,,
SH600886,egarch,,,,,-1.7271490850194533,0.6623103774439103,True,0.9837128799681035,0.01538618300546463,,,,
SH600887,naive,,,,,,,,,,,,,
SH600887,har,0.20693369729030633,0.33064763666693114,0.22917671191373265,-0.9656649212243092,,,,,,,,,
SH600887,har_x,,,,,,,,,,,,,
SH600887,ewma,,,,,-1.6990125399544551,0.6277787354226967,True,,,,,,
SH600887,garch,,,,,-0.5461633564065043,0.9402490673469148,True,0.9733098236640453,0.020560036205023117,,,,
SH600887,egarch,,,,,-0.39544478465966854,0.9820350172424002,True,0.9748233289298628,0.02142522655230082,,,,
SH600893,naive,,,,,,,,,,,,,
SH600893,har,0.1370277117542308,0.2573870692308338,0.4474042484766226,-0.6378525811245435,,,,,,,,,
SH600893,har_x,,,,,,,,,,,,,
SH600893,ewma,,,,,-1.1991152113221852,0.750434539559826,True,,,,,,
SH600893,garch,,,,,-0.42750212754440103,0.9795929219484398,True,0.9775082183804434,0.021082186797899524,,,,
SH600893,egarch,,,,,-0.26080649212120444,1.0295016618846822,True,0.964719817583864,0.02241852309362727,,,,
SH600999,naive,,,,,,,,,,,,,
