stock,model,har_beta_0,har_beta_1,har_beta_2,har_beta_3,calib_a,calib_b,converged,persistence,median_sigma,error,har_pooled_beta_0,har_pooled_beta_1,har_pooled_beta_2,har_pooled_beta_3
SH600018,garch,,,,,13.918719223709921,5.410788845253943,True,0.11248226069669383,0.03451558000381839,,,,,
SH600018,egarch,,,,,-0.004195788394919336,1.203206337610592,True,0.9503189961704217,0.03249332621218357,,,,,
SH600019,naive,,,,,,,,,,,,,,
SH600019,har,0.12321135674601383,0.4056633672820991,0.3813187249477314,-0.3793741516297474,,,,,,,,,,
SH600019,har_x,,,,,,,,,,,,,,
SH600019,ewma,,,,,-0.8996113667226159,0.8244724541634659,True,,,,,,,
SH600019,garch,,,,,-0.14459590669423567,1.030414323639834,True,0.9896426916650267,0.018771037488111698,,,,,
SH600019,egarch,,,,,-0.13414015638269622,1.0341594584391298,True,0.9888827007134081,0.019253730666504328,,,,,
SH600021,naive,,,,,,,,,,,,,,
SH600021,har,0.15244427052711546,0.39839322481116035,-0.01403259366428539,-1.7538827881842145,,,,,,,,,,
SH600021,har_x,,,,,,,,,,,,,,
SH600021,ewma,,,,,-4.084023514138635,-0.09219307848481652,True,,,,,,,
SH600021,garch,,,,,-5.111771204583064,-0.48514245787361043,True,1.0,0.08922728102422893,,,,,
SH600021,egarch,,,,,-4.39301040431781,-0.2286839450146329,True,0.9375350447209655,1.5196459759507552e-07,,,,,
SH600023,naive,,,,,,,,,,,,,,
SH600023,har,0.07260072583903505,0.4975973921106445,0.2065735714529087,-0.8454346575385402,,,,,,,,,,
SH600023,har_x,,,,,,,,,,,,,,
SH600023,ewma,,,,,-1.209579190157986,0.7468820544139942,True,,,,,,,
SH600023,garch,,,,,0.4777878203247914,1.2648380140761082,True,0.9583934885290715,0.02144108249198124,,,,,
SH600023,egarch,,,,,0.4559553444545395,1.2566973053386237,True,0.9721357384889047,0.01872707188848008,,,,,
SH600028,naive,,,,,,,,,,,,,,
SH600028,har,0.14318938768497289,0.3457422482374151,0.38196171281600927,-0.5487170197337753,,,,,,,,,,
SH600028,har_x,,,,,,,,,,,,,,
SH600028,ewma,,,,,-1.2929588752456058,0.7358135990590237,True,,,,,,,
SH600028,garch,,,,,0.2184516105843051,1.15211693925651,True,0.9556941440507289,0.017657036768655432,,,,,
SH600028,egarch,,,,,0.6245019011378176,1.2597704145913322,True,0.966214943163133,0.018573700365369504,,,,,
SH600029,naive,,,,,,,,,,,,,,
SH600029,har,0.08908247446776565,0.21513731068187866,0.5892032571184788,-0.4144062203325424,,,,,,,,,,
SH600029,har_x,,,,,,,,,,,,,,
SH600029,ewma,,,,,-0.8931328953479364,0.8089784431519831,True,,,,,,,
SH600029,garch,,,,,-0.7128808100514112,0.86853152788652,True,0.9997350944289446,0.024110790293503014,,,,,
SH600029,egarch,,,,,-0.6163742359264575,0.8950318963719054,True,0.9959498123212932,0.024385139013584266,,,,,
SH600030,naive,,,,,,,,,,,,,,
SH600030,har,0.04106176896737988,0.3423095935905473,0.42300248079976077,-0.7568710331420259,,,,,,,,,,
SH600030,har_x,,,,,,,,,,,,,,
SH600030,ewma,,,,,-0.9830900874223589,0.8063381218967546,True,,,,,,,
